Counter|Date/time|Latitude|Longitude|Temperature|Humidity|MagX|MagY|MagZ|MagMod|MagModDelta|MagModDeltaMean|Pitch|Roll|Yaw|X_Acc|Y_Acc|Z_Acc||MagMod Mean|40.35
514|14/5/22 6.29|21.97028803|-166.1875301|44.34|20.95|49.12|15.33|8.53|52.16|0.32|11.80|338.306|55.598|349.435|0.014|0.04|0.025|||
515|14/5/22 6.29|22.47862602|-165.7391352|44.09|20.65|49.13|15.32|8.71|52.20|0.04|11.84|337.284|55.796|350.001|0.017|0.042|0.026|||
516|14/5/22 6.29|22.98665224|-165.2860403|44.13|22.31|48.97|15.5|8.94|52.14|-0.06|11.78|336.57|56.222|349.473|0.021|0.041|0.026|||
517|14/5/22 6.29|23.49328489|-164.8290373|44.88|21.72|48.93|15.25|8.94|52.03|-0.11|11.67|337.138|56.109|349.893|0.018|0.042|0.028|||
518|14/5/22 6.29|23.99745108|-164.3689491|44.43|19.63|48.95|15.24|9.24|52.09|0.07|11.74|337.871|56.85|350.293|0.018|0.041|0.03|||
519|14/5/22 6.29|24.50021043|-163.9046597|44.56|20.91|48.83|15.31|9.48|52.04|-0.05|11.69|337.786|55.794|352.234|0.018|0.042|0.029|||
520|14/5/22 6.30|25.00175277|-163.4358196|44.33|20.93|48.64|15.45|10.1|52.02|-0.02|11.67|339.226|56.764|353.024|0.022|0.041|0.029|||
521|14/5/22 6.30|25.50111416|-162.9631631|44.31|20.76|48.32|15.75|10.43|51.88|-0.14|11.53|339.94|56.408|352.591|0.021|0.041|0.027|||
522|14/5/22 6.30|25.99816058|-162.4866649|44.38|21.08|48.28|15.86|10.48|51.89|0.01|11.53|340.185|55.976|352.51|0.015|0.042|0.026|||
523|14/5/22 6.30|26.49375891|-162.0053233|44.25|21.35|48.39|15.54|10.83|51.97|0.08|11.61|339.518|55.774|352.424|0.015|0.041|0.028|||
524|14/5/22 6.30|26.98713793|-161.5197093|44.13|21.37|48.31|15.17|10.82|51.78|-0.19|11.42|338.075|54.936|352.984|0.015|0.042|0.03|||
525|14/5/22 6.30|27.47899831|-161.0289503|44.17|20.7|48.26|15.32|11.16|51.85|0.07|11.49|339.542|55.737|354.47|0.019|0.042|0.028|||
526|14/5/22 6.31|27.96852306|-160.5336744|44.41|20.82|48.52|15.2|11.71|52.18|0.33|11.82|340.174|52.444|354.972|0.018|0.04|0.028|||
527|14/5/22 6.31|28.45537069|-160.0340584|44.38|20.82|48.32|15.42|12.28|52.19|0.01|11.83|339.602|51.978|356.485|0.012|0.041|0.029|||
528|14/5/22 6.31|28.94125058|-159.5281428|44.29|19.65|48.18|15.82|12.59|52.25|0.06|11.90|339.855|53.368|356.823|0.02|0.04|0.028|||
529|14/5/22 6.31|29.42400512|-159.0179717|44.04|22.19|48.11|15.77|13|52.27|0.02|11.92|339.61|53.481|356.269|0.02|0.041|0.029|||
530|14/5/22 6.31|29.9042833|-158.502685|44.82|20.92|48.2|15.73|13.67|52.51|0.24|12.16|339.325|54.568|356.81|0.021|0.041|0.026|||
531|14/5/22 6.32|30.38235614|-157.9817885|44.04|20.95|48.15|15.53|14.06|52.51|0.00|12.16|339.417|53.707|358.924|0.02|0.042|0.026|||
532|14/5/22 6.32|30.85792217|-157.4554005|44.08|20.36|47.97|15.62|14.29|52.43|-0.08|12.08|339.932|56.089|359.405|0.019|0.042|0.025|||
533|14/5/22 6.32|31.33268104|-156.9213827|44.86|21.08|47.85|15.84|14.55|52.46|0.03|12.11|339.479|53.877|359.657|0.016|0.041|0.026|||
534|14/5/22 6.32|31.80258193|-156.3840896|44.66|20.66|47.98|15.69|15.34|52.76|0.30|12.40|338.908|55.135|359.04|0.02|0.041|0.031|||
535|14/5/22 6.32|32.27012749|-155.8404929|44.31|19.68|47.83|15.61|15.58|52.67|-0.09|12.32|339.168|53.502|1.023|0.02|0.041|0.024|||
536|14/5/22 6.32|32.73468544|-155.2911006|44.08|20.67|47.88|15.67|15.75|52.78|0.11|12.43|338.92|54.689|1.677|0.015|0.043|0.029|||
537|14/5/22 6.33|33.19649544|-154.7354042|44.75|21.31|47.62|15.84|16.07|52.70|-0.09|12.34|339.418|53.869|3.223|0.015|0.041|0.026|||
538|14/5/22 6.33|33.65589037|-154.1727496|44.75|20.92|47.76|15.82|16.29|52.88|0.19|12.53|338.502|54.003|2.71|0.019|0.042|0.024|||
539|14/5/22 6.33|34.11181089|-153.604194|44.33|19.87|47.8|15.69|16.55|52.96|0.08|12.61|338.37|54.109|3.955|0.018|0.041|0.026|||
540|14/5/22 6.33|34.56438197|-153.029362|44.06|20.5|47.79|15.7|16.97|53.09|0.13|12.73|337.815|53.536|4.878|0.013|0.042|0.026|||
541|14/5/22 6.33|35.01375368|-152.4478243|44.54|20.17|47.57|15.72|16.87|52.86|-0.22|12.51|336.876|52.87|4.824|0.021|0.04|0.025|||
542|14/5/22 6.33|35.46036359|-151.8587429|44.22|19.37|47.69|15.71|17.5|53.17|0.31|12.82|336.972|53.688|4.903|0.016|0.042|0.025|||
543|14/5/22 6.34|35.90274315|-151.2638102|44.89|20.26|47.56|15.68|17.97|53.20|0.03|12.85|336.866|54.116|5.828|0.014|0.041|0.023|||
544|14/5/22 6.34|36.34285615|-150.6601076|44.01|20.7|47.41|15.68|18.26|53.17|-0.04|12.81|336.358|53.467|4.77|0.018|0.041|0.028|||
545|14/5/22 6.34|36.77911282|-150.0495098|44.06|20.82|47.23|15.57|19.07|53.26|0.09|12.91|336.881|53.103|6.468|0.013|0.042|0.027|||
546|14/5/22 6.34|37.21120101|-149.4322133|44.27|19.79|47.12|15.71|19.06|53.20|-0.06|12.85|337.158|53.871|6.528|0.019|0.041|0.028|||
547|14/5/22 6.34|37.63953974|-148.8073623|44.98|19.07|46.98|15.57|19.31|53.13|-0.07|12.77|337.901|51.283|7.253|0.02|0.041|0.028|||
548|14/5/22 6.35|38.06404608|-148.174792|43.97|20.78|46.93|15.4|19.75|53.19|0.07|12.84|338.827|51.625|7.234|0.018|0.042|0.027|||
549|14/5/22 6.35|38.48472701|-147.5341942|43.99|20.15|46.94|15.48|19.72|53.22|0.02|12.86|338.4|50.973|7.827|0.02|0.042|0.029|||
550|14/5/22 6.35|38.90161673|-146.8852003|44.2|21.83|46.72|15.53|19.79|53.06|-0.15|12.71|338.419|51.088|7.881|0.021|0.041|0.025|||
551|14/5/22 6.35|39.31408596|-146.2284867|44.24|20.68|46.76|15.43|20.11|53.19|0.13|12.83|338.488|50.486|7.85|0.021|0.041|0.022|||
552|14/5/22 6.35|39.72232841|-145.5634475|44.4|20.87|46.63|15.39|20.58|53.24|0.05|12.89|337.896|50.332|10.11|0.018|0.041|0.027|||
553|14/5/22 6.35|40.12613312|-144.8901128|44.31|21.38|46.43|15.47|21.07|53.28|0.04|12.93|338.041|50.405|9.295|0.02|0.041|0.025|||
554|14/5/22 6.36|40.52566281|-144.207881|44.25|20.72|46.34|15.84|21.25|53.38|0.10|13.03|338.079|50.122|10.075|0.02|0.041|0.029|||
555|14/5/22 6.36|40.9202686|-143.5175399|44.18|20.3|46.39|15.63|21.6|53.51|0.12|13.15|338.239|51.406|9.922|0.021|0.041|0.027|||
556|14/5/22 6.36|41.31023838|-142.8182679|44.73|19.97|46.42|15.58|21.92|53.65|0.14|13.29|339.139|51.046|10.034|0.022|0.041|0.027|||
557|14/5/22 6.36|41.69512251|-142.1105441|44.27|20.78|46.3|15.62|22.26|53.70|0.05|13.34|339.551|52.285|10.916|0.02|0.041|0.026|||
558|14/5/22 6.36|42.07516146|-141.3935916|44.17|20.52|46.26|15.66|22.7|53.86|0.16|13.50|339.07|52.649|11.752|0.02|0.039|0.028|||
559|14/5/22 6.36|42.44998781|-140.6677551|44.63|20.88|46.15|15.61|23.07|53.90|0.05|13.55|338.578|52.526|10.199|0.019|0.042|0.028|||
560|14/5/22 6.37|42.81982614|-139.9322366|43.99|21.06|46.23|15.21|23.73|54.14|0.24|13.79|339.13|52.322|10.264|0.02|0.041|0.025|||
561|14/5/22 6.37|43.18396569|-139.1881001|44.25|20.52|46.13|15.31|23.79|54.11|-0.03|13.76|339.577|52.889|10.933|0.021|0.042|0.026|||
562|14/5/22 6.37|43.54252601|-138.4347748|44.68|20.94|45.71|15.04|23.87|53.72|-0.40|13.36|339.51|54.721|12.272|0.012|0.042|0.027|||
563|14/5/22 6.37|43.89554638|-137.6718117|44.15|20.75|45.52|15.2|24.3|53.79|0.08|13.44|338.965|54.626|11.937|0.015|0.042|0.025|||
564|14/5/22 6.37|44.2430062|-136.8988571|44.82|22.38|45.58|15.44|24.59|54.04|0.25|13.69|339.552|55.18|12.321|0.014|0.041|0.027|||
565|14/5/22 6.38|44.58430432|-136.116878|44.25|21.01|45.66|15.39|24.89|54.23|0.19|13.88|340.362|54.908|12.81|0.014|0.041|0.028|||
566|14/5/22 6.38|44.91995848|-135.3242919|43.86|20.85|45.53|15.5|25.92|54.64|0.40|14.28|338.445|54.812|12.133|0.017|0.042|0.026|||
567|14/5/22 6.38|45.24899322|-134.523022|44.25|20.76|45.3|15.34|26.51|54.68|0.05|14.33|339.499|54.604|12.866|0.015|0.042|0.026|||
568|14/5/22 6.38|45.57173301|-133.7119353|44.82|23.31|45.23|15.39|26.79|54.78|0.09|14.42|338.329|53.381|13.916|0.016|0.041|0.027|||
569|14/5/22 6.38|45.88808131|-132.8908701|44.75|21.17|45.16|15.18|26.96|54.74|-0.03|14.39|337.868|52.168|14.602|0.017|0.042|0.027|||
570|14/5/22 6.38|46.19779145|-132.0600645|44.5|21.3|44.92|14.98|27.14|54.58|-0.16|14.22|337.63|51.952|15.659|0.019|0.042|0.027|||
571|14/5/22 6.39|46.50068967|-131.2195963|44.86|20.69|44.59|14.91|27.56|54.50|-0.08|14.14|337.401|51.134|16.449|0.02|0.042|0.028|||
572|14/5/22 6.39|46.79654094|-130.3697448|43.95|19.92|44.58|14.75|27.53|54.43|-0.07|14.08|337.508|51.337|17.619|0.019|0.041|0.028|||
573|14/5/22 6.39|47.08529391|-129.5102835|44.31|20.89|44.45|14.62|27.67|54.36|-0.07|14.01|337.266|52.298|17.5|0.015|0.041|0.028|||
574|14/5/22 6.39|47.36716017|-128.6401341|44.15|19.11|44.1|14.58|27.87|54.17|-0.19|13.81|336.491|51.08|16.997|0.017|0.042|0.028|||
575|14/5/22 6.39|47.64180419|-127.7598467|44.02|20.82|43.9|14.9|28.64|54.49|0.33|14.14|337.099|52.657|17.102|0.021|0.041|0.026|||
576|14/5/22 6.39|47.90886698|-126.8701492|44.33|21.92|43.85|14.88|28.73|54.49|0.00|14.14|337.389|52.464|17.019|0.016|0.041|0.026|||
577|14/5/22 6.40|48.16782041|-125.9724955|44.36|20.74|43.64|14.9|29|54.47|-0.02|14.12|338.225|51.842|17.211|0.02|0.04|0.027|||
578|14/5/22 6.40|48.41926826|-125.0644165|44.04|20.2|43.38|14.94|28.47|54.00|-0.48|13.64|338.533|50.43|18.906|0.022|0.041|0.025|||
579|14/5/22 6.40|48.66289885|-124.1465332|44.17|22.96|43.06|14.92|28.64|53.82|-0.17|13.47|338.994|49.542|19.246|0.02|0.042|0.025|||
580|14/5/22 6.40|48.8982832|-123.2200559|43.88|20.09|42.98|15.02|29.06|54.01|0.19|13.66|337.361|48.383|19.012|0.019|0.041|0.029|||
581|14/5/22 6.40|49.12553658|-122.2841298|44.34|21.14|42.81|14.96|29.21|53.94|-0.07|13.59|337.107|48.38|19.812|0.016|0.042|0.026|||
582|14/5/22 6.40|49.34420033|-121.340266|44.04|22.02|42.58|14.8|29.76|54.02|0.07|13.66|337.764|49.185|20.366|0.017|0.041|0.024|||
583|14/5/22 6.41|49.55425284|-120.388248|44.36|21.08|42.17|14.68|30.34|53.98|-0.03|13.63|338.199|49.765|20.362|0.02|0.042|0.027|||
584|14/5/22 6.41|49.75589398|-119.4267172|44.43|21.26|41.91|14.68|30.62|53.94|-0.04|13.59|337.337|49.372|20.321|0.021|0.041|0.028|||
585|14/5/22 6.41|49.94864864|-118.4574872|44.7|20.68|41.91|14.63|30.87|54.07|0.13|13.71|336.238|49.786|20.484|0.021|0.041|0.027|||
586|14/5/22 6.41|50.13238998|-117.4808771|44.13|21|41.73|14.38|31.33|54.13|0.06|13.77|336.302|49.12|20.932|0.015|0.042|0.026|||
587|14/5/22 6.41|50.30720522|-116.4960197|44.33|20.92|41.58|14.63|31.87|54.39|0.27|14.04|335.607|48.539|21.431|0.013|0.041|0.027|||
588|14/5/22 6.42|50.47296181|-115.5031535|44.73|20.62|41.23|14.54|32.16|54.27|-0.12|13.92|335.829|48.362|21.041|0.02|0.042|0.027|||
589|14/5/22 6.42|50.62934095|-114.503785|44.04|20.76|40.94|14.51|32.37|54.17|-0.10|13.82|335.553|47.386|23.032|0.019|0.042|0.026|||
590|14/5/22 6.42|50.77633649|-113.4976086|44.04|19.97|40.66|14.55|32.6|54.11|-0.06|13.75|335.072|48.196|23.862|0.018|0.04|0.028|||
591|14/5/22 6.42|50.91390544|-112.4844575|44.01|20.37|40.49|14.26|32.8|54.02|-0.08|13.67|335.038|48.599|24.696|0.021|0.041|0.026|||
592|14/5/22 6.42|51.04161183|-111.4673172|44.27|21.22|40.27|14.67|33.17|54.20|0.17|13.84|334.42|49.365|26.133|0.014|0.042|0.027|||
593|14/5/22 6.42|51.15994634|-110.4418102|44.27|20.93|39.79|14.29|33.67|54.05|-0.15|13.69|335.271|48.588|25.902|0.02|0.039|0.029|||
594|14/5/22 6.43|51.26823272|-109.4133557|43.93|18.39|39.42|14.36|33.63|53.77|-0.28|13.41|335.312|48.218|26.928|0.014|0.041|0.027|||
595|14/5/22 6.43|51.36674567|-108.3791632|44.57|21.06|39.26|14.09|32.95|53.16|-0.61|12.80|336.03|47.91|26.994|0.013|0.042|0.027|||
596|14/5/22 6.43|51.45523066|-107.3415338|44.66|20.83|39.1|13.71|32.35|52.57|-0.59|12.21|335.114|47.395|27.031|0.016|0.042|0.028|||
597|14/5/22 6.43|51.53385233|-106.2979862|44.27|21.29|38.92|13.59|32.59|52.55|-0.02|12.20|335.251|46.607|27.407|0.015|0.042|0.026|||
598|14/5/22 6.43|51.60226971|-105.252617|44.84|23.06|38.63|13.6|32.95|52.56|0.01|12.21|335.058|46.874|26.29|0.02|0.041|0.026|||
599|14/5/22 6.43|51.6605846|-104.2037834|44.93|21.55|38.29|13.52|33.28|52.50|-0.06|12.15|334.655|47.381|26.04|0.02|0.041|0.028|||
600|14/5/22 6.44|51.70877056|-103.1511495|44.2|21.42|38.02|13.45|33.6|52.49|-0.01|12.14|334.028|45.591|27.153|0.014|0.041|0.027|||
601|14/5/22 6.44|51.74665414|-102.0983556|44.7|20.76|37.87|13.41|33.92|52.58|0.09|12.22|333.956|45.829|27.999|0.02|0.041|0.026|||
602|14/5/22 6.44|51.7743132|-101.0434334|44.08|20.96|37.37|13.43|34.12|52.36|-0.22|12.00|333.582|45.358|28.354|0.017|0.042|0.027|||
603|14/5/22 6.44|51.79170467|-99.98728592|44.59|21.23|37.03|13.39|34.13|52.11|-0.25|11.75|334.721|45.612|29.272|0.015|0.043|0.027|||
604|14/5/22 6.44|51.79881178|-98.92970728|44.63|20.99|36.69|13.22|34.27|51.92|-0.19|11.56|334.244|46.199|28.606|0.02|0.04|0.027|||
605|14/5/22 6.45|51.79561253|-97.87223873|44.04|21.44|36.38|13.4|34.29|51.76|-0.16|11.40|334.22|48.091|27.76|0.02|0.041|0.027|||
606|14/5/22 6.45|51.78212137|-96.81571168|44.41|20.62|36.21|13.4|34.26|51.62|-0.14|11.26|335.222|46.414|29.422|0.018|0.041|0.029|||
607|14/5/22 6.45|51.75834664|-95.75995643|44.43|21.02|36.32|13.3|34.49|51.82|0.20|11.47|334.938|45.693|30.157|0.019|0.042|0.027|||
608|14/5/22 6.45|51.7242903|-94.70510486|44.02|20.76|36.18|13.07|34.57|51.72|-0.10|11.36|334.748|45.136|30.762|0.018|0.041|0.028|||
609|14/5/22 6.45|51.67997983|-93.65195646|44.47|21.31|35.92|12.85|34.24|51.26|-0.46|10.91|334.42|45.499|30.696|0.021|0.041|0.027|||
610|14/5/22 6.45|51.62548994|-92.6017802|44.22|20.59|35.03|12.99|34.13|50.60|-0.66|10.25|333.045|44.624|32.694|0.02|0.041|0.025|||
611|14/5/22 6.46|51.56089742|-91.55528548|43.97|22.14|34.94|12.99|34.07|50.50|-0.10|10.15|333.918|45.402|33.556|0.016|0.042|0.026|||
612|14/5/22 6.46|51.48609834|-90.51058778|44.27|20.73|34.57|13.05|34.14|50.31|-0.19|9.95|333.313|46.324|34.306|0.02|0.041|0.027|||
613|14/5/22 6.46|51.40130541|-89.47044359|44.18|21.56|34.37|12.74|34.12|50.08|-0.23|9.72|332.906|46.432|34.744|0.019|0.041|0.027|||
614|14/5/22 6.46|51.30662114|-88.43543121|44.33|21.68|34.11|12.74|34.14|49.91|-0.16|9.56|332.407|47.61|35.608|0.013|0.041|0.027|||
615|14/5/22 6.46|51.20209987|-87.40554401|44.04|21.2|33.74|12.79|34.03|49.60|-0.31|9.24|332.678|49.395|34.886|0.02|0.041|0.024|||
616|14/5/22 6.46|51.0875093|-86.37839385|44.25|20.38|33.47|12.5|33.64|49.07|-0.53|8.72|332.349|48.924|35.325|0.019|0.04|0.027|||
617|14/5/22 6.47|50.96332225|-85.35798519|44.61|19.84|33.1|12.57|33.76|48.92|-0.15|8.57|331.833|48.848|36.516|0.02|0.04|0.027|||
618|14/5/22 6.47|50.82944874|-84.34308438|44.01|20.79|32.72|12.63|33.74|48.67|-0.25|8.31|332.749|48.797|37.019|0.021|0.041|0.026|||
619|14/5/22 6.47|50.6861299|-83.33509739|44.06|20.11|32.33|12.38|33.68|48.30|-0.37|7.94|333.757|48.553|38.45|0.017|0.039|0.026|||
620|14/5/22 6.47|50.53335901|-82.33353398|44.27|20.98|32.05|12.1|33.87|48.17|-0.12|7.82|333.127|49.041|37.996|0.016|0.043|0.027|||
621|14/5/22 6.47|50.37117331|-81.33832352|44.11|20.6|31.72|12.24|33.71|47.88|-0.30|7.52|332.458|49.294|38.359|0.019|0.042|0.026|||
622|14/5/22 6.48|50.19977559|-80.35037141|43.9|20.6|31.49|12.16|33.59|47.62|-0.26|7.27|332.701|49.2|38.955|0.017|0.043|0.024|||
623|14/5/22 6.48|50.01979449|-79.37265713|44.2|18.49|31.16|12.32|33.93|47.69|0.07|7.33|332.675|50.124|38.283|0.017|0.041|0.026|||
624|14/5/22 6.48|49.83037637|-78.40013874|44.88|20.5|30.95|12.19|33.52|47.22|-0.46|6.87|332.044|52.021|38.458|0.016|0.042|0.026|||
625|14/5/22 6.48|49.63210636|-77.43564106|44.24|20.9|30.54|12.27|33.29|46.81|-0.41|6.46|331.428|52.543|37.852|0.015|0.041|0.026|||
626|14/5/22 6.48|49.42514012|-76.47951953|44.73|20.34|30.14|12.19|33.16|46.44|-0.37|6.08|332.872|52.954|38.352|0.015|0.041|0.027|||
627|14/5/22 6.48|49.2094781|-75.53140894|44.33|23.1|29.9|11.92|33.44|46.41|-0.02|6.06|333.569|53.309|38.938|0.019|0.041|0.026|||
628|14/5/22 6.49|48.98548214|-74.59250009|44.54|19.74|29.89|11.76|33.26|46.24|-0.18|5.88|333.561|54.323|40.772|0.018|0.042|0.027|||
629|14/5/22 6.49|48.7533655|-73.66320026|44.02|20.93|29.56|11.46|33.12|45.85|-0.39|5.49|333.725|52.44|41.62|0.013|0.041|0.023|||
630|14/5/22 6.49|48.51282778|-72.74192512|44.88|21.24|29.26|11.24|33.08|45.57|-0.28|5.22|333.78|51.376|42.555|0.018|0.041|0.026|||
631|14/5/22 6.49|48.26440042|-71.83034155|44.08|20.71|29|11.2|32.83|45.21|-0.36|4.86|333.945|52.783|43.796|0.018|0.042|0.025|||
632|14/5/22 6.49|48.00829771|-70.92875813|44.33|21.77|28.78|11.29|32.52|44.87|-0.34|4.52|334.652|51.39|44.5|0.015|0.041|0.026|||
633|14/5/22 6.49|47.74414692|-70.03548636|44.18|20.79|28.53|11.09|32.88|44.92|0.05|4.57|334.038|50.742|43.561|0.016|0.041|0.028|||
634|14/5/22 6.50|47.47256581|-69.15224813|43.99|20.67|28.09|11.01|31.89|43.90|-1.02|3.55|332.776|49.94|43.237|0.015|0.041|0.026|||
635|14/5/22 6.50|47.19295781|-68.27677813|44.82|20.9|27.62|10.68|31.73|43.40|-0.50|3.05|332.596|49.37|43.849|0.015|0.041|0.028|||
636|14/5/22 6.50|46.90698708|-67.41382771|44.01|20.8|27.42|10.35|31.22|42.82|-0.58|2.47|332.433|49.211|43.871|0.02|0.041|0.028|||
637|14/5/22 6.50|46.61348698|-66.55938598|44.31|21.15|27.1|10.37|31.45|42.79|-0.03|2.44|332.192|50.44|42.758|0.02|0.041|0.026|||
638|14/5/22 6.50|46.31284238|-65.71426055|44.84|20.99|26.86|10.48|31.02|42.35|-0.44|2.00|332.006|52.76|41.418|0.015|0.039|0.025|||
639|14/5/22 6.51|46.00578646|-64.88007594|44.25|20.83|26.66|10.59|30.89|42.16|-0.19|1.80|332.176|53.528|41.097|0.021|0.04|0.028|||
640|14/5/22 6.51|45.69166057|-64.0546395|44.02|20.14|26.31|10.58|30.77|41.84|-0.31|1.49|332.218|53.279|40.465|0.017|0.041|0.025|||
641|14/5/22 6.51|45.37127072|-63.23969048|44.08|21.34|25.98|10.47|30.11|41.12|-0.72|0.77|332.194|52.441|41.148|0.017|0.041|0.027|||
642|14/5/22 6.51|45.04459468|-62.43473465|44.25|20.9|25.68|10.18|30.01|40.79|-0.34|0.43|332.74|52.348|41.52|0.019|0.041|0.028|||
643|14/5/22 6.51|44.71104366|-61.63799278|43.97|22.78|25.4|9.83|29.98|40.50|-0.28|0.15|332.777|52.545|42.597|0.014|0.042|0.026|||
644|14/5/22 6.51|44.37212273|-60.85266432|44.29|19.86|24.88|9.85|29.95|40.16|-0.34|-0.19|333.331|53.002|43.969|0.02|0.04|0.027|||
645|14/5/22 6.52|44.02708222|-60.07657046|44.73|21.46|24.64|9.7|29.62|39.73|-0.43|-0.62|334.305|53.778|43.434|0.017|0.041|0.027|||
646|14/5/22 6.52|43.67606059|-59.30967841|44.82|20.91|24.39|9.57|29.39|39.37|-0.36|-0.98|333.739|52.342|44.163|0.017|0.041|0.025|||
647|14/5/22 6.52|43.31876457|-58.55104374|44.25|20.56|24.21|9.49|28.92|38.89|-0.48|-1.46|333.869|51.94|44.973|0.017|0.041|0.024|||
648|14/5/22 6.52|42.9565253|-57.80312171|44.7|21.33|23.91|9.54|28.31|38.26|-0.63|-2.09|333.57|50.051|45.893|0.02|0.042|0.029|||
649|14/5/22 6.52|42.58857498|-57.06393417|44.24|20.81|23.74|9.54|28.71|38.46|0.19|-1.90|332.525|51.435|46.989|0.013|0.04|0.028|||
650|14/5/22 6.52|42.21604378|-56.33536029|43.97|21.44|23.7|9.31|27.96|37.82|-0.64|-2.54|332.899|52.176|45.686|0.02|0.041|0.028|||
651|14/5/22 6.53|41.83743966|-55.61414388|44.47|22.93|23.48|9.03|27.59|37.34|-0.48|-3.02|332.568|51.443|45.558|0.016|0.039|0.025|||
652|14/5/22 6.53|41.45412924|-54.90258406|44.27|20.77|23.22|8.97|27.29|36.94|-0.40|-3.42|331.647|52.492|46.208|0.016|0.04|0.028|||
653|14/5/22 6.53|41.06617594|-54.20041274|44.61|20.63|22.73|8.83|26.58|36.07|-0.87|-4.28|331.551|52.058|45.367|0.022|0.041|0.027|||
654|14/5/22 6.53|40.67296686|-53.50619644|44.27|20.97|22.57|8.69|26.45|35.84|-0.23|-4.51|331.126|53.459|44.104|0.018|0.041|0.028|||
655|14/5/22 6.53|40.27502703|-52.82056409|44.22|22.31|22.39|8.65|25.72|35.18|-0.66|-5.17|330.176|53.407|42.617|0.014|0.04|0.026|||
656|14/5/22 6.54|39.87279374|-52.14392943|44.27|20.96|21.99|8.72|25.89|35.07|-0.11|-5.28|330.497|54.171|42.752|0.014|0.041|0.024|||
657|14/5/22 6.54|39.46657272|-51.47644376|44.79|20.33|21.84|8.55|25.78|34.85|-0.22|-5.50|329.702|53.321|45.099|0.019|0.04|0.027|||
658|14/5/22 6.54|39.0557573|-50.8167854|44.18|22.02|21.67|8.46|25.57|34.57|-0.28|-5.79|330.329|52.948|44.833|0.017|0.042|0.025|||
659|14/5/22 6.54|38.6403774|-50.16472747|44.68|23.16|21.66|8.34|25.01|34.12|-0.45|-6.23|329.752|52.065|44.828|0.022|0.04|0.025|||
660|14/5/22 6.54|38.22114488|-49.52108869|44.84|20.84|21.34|8.49|24.79|33.79|-0.33|-6.56|330.688|53.402|43.534|0.02|0.043|0.03|||
661|14/5/22 6.54|37.79769122|-48.88500274|44.02|18.58|20.96|8.3|24.44|33.25|-0.54|-7.11|330.402|53.262|43.562|0.021|0.04|0.028|||
662|14/5/22 6.55|37.37056237|-48.25699692|44.11|21.44|20.62|8|24.19|32.78|-0.47|-7.58|329.499|52.596|42.659|0.021|0.041|0.026|||
663|14/5/22 6.55|36.93954181|-47.6364596|44.84|19.78|20.08|7.85|24.12|32.35|-0.43|-8.00|329.58|53.883|43.672|0.02|0.042|0.027|||
664|14/5/22 6.55|36.50441761|-47.02282619|44.59|21.06|20.03|7.79|23.32|31.71|-0.64|-8.64|328.69|52.964|44.292|0.02|0.04|0.026|||
665|14/5/22 6.55|36.06614314|-46.41716277|43.93|22.09|19.8|7.63|23.4|31.59|-0.12|-8.77|327.941|53.061|45.084|0.02|0.041|0.027|||
666|14/5/22 6.55|35.62463273|-45.81905017|44.01|20.85|19.58|7.46|22.77|30.94|-0.64|-9.41|327.548|52.22|45.794|0.016|0.041|0.024|||
667|14/5/22 6.55|35.17985596|-45.22816596|44.06|21.45|19.35|7.4|22.35|30.47|-0.47|-9.88|326.938|52.84|45.368|0.014|0.041|0.027|||
668|14/5/22 6.56|34.73077711|-44.64290645|44.04|19.47|19.1|7.27|21.8|29.88|-0.59|-10.47|327.606|51.55|46.646|0.016|0.041|0.027|||
669|14/5/22 6.56|34.27871263|-44.06475954|44.18|21.5|18.82|7.16|21.37|29.36|-0.52|-10.99|327.683|48.1|47.349|0.02|0.041|0.028|||
670|14/5/22 6.56|33.82405083|-43.49394319|44.29|22.7|18.67|6.92|20.81|28.80|-0.56|-11.55|327.684|48.84|48.352|0.015|0.041|0.027|||
671|14/5/22 6.56|33.36639249|-42.92969072|43.97|20.78|17.96|6.67|20.65|28.17|-0.63|-12.19|326.67|47.215|49.297|0.019|0.042|0.027|||
672|14/5/22 6.56|32.90030687|-42.3652425|44.15|21.04|17.89|6.43|20.56|28.00|-0.17|-12.35|326.965|47.443|49.127|0.015|0.042|0.025|||
673|14/5/22 6.56|32.43571084|-41.8124043|43.93|20.7|17.8|6.28|19.76|27.33|-0.68|-13.03|327.056|46.316|48.828|0.019|0.041|0.029|||
674|14/5/22 6.57|31.96895553|-41.26644329|44.73|20.82|17.66|6.15|19.61|27.10|-0.23|-13.26|327.089|47.347|48.898|0.019|0.041|0.027|||
675|14/5/22 6.57|31.49834964|-40.7251682|44.01|20.9|17.47|5.89|19.42|26.78|-0.32|-13.58|327.315|46.331|48.453|0.017|0.041|0.029|||
676|14/5/22 6.57|31.02627444|-40.19109456|43.92|19.27|17.27|5.94|18.65|26.10|-0.67|-14.25|328.129|45.511|48.399|0.016|0.041|0.025|||
677|14/5/22 6.57|30.55176421|-39.66287595|44.27|18.95|16.79|6.07|18.61|25.79|-0.31|-14.57|329.026|45.269|48.584|0.014|0.039|0.025|||
678|14/5/22 6.57|30.07467934|-39.14014331|44.01|20.11|16.49|6.01|18.38|25.41|-0.38|-14.94|329.571|45.235|49.417|0.017|0.04|0.025|||
